Experiment,Cells
WT,1395650.0
WT,203800.0
WT,1435160.0
WT,385290.0
WT,815360.0
WT,703600.0
T8A,7064500.0
T8A,942000.0
T8A,3639100.0
T8A,1452700.0
T8A,5416000.0
N3A,114000.0
N3A,109640.0
N3A,118910.0
N3A,148350.0
