Experiment,Cells
WT,52160.0
WT,39780.0
WT,113020.0
WT,13356.0
WT,148500.0
T8A,0.0
T8A,1280000.0
T8A,518000.0
T8A,68600.0
T8A,117000.0
N3A,44800.0
N3A,173200.0
N3A,50700.0
