Experiment,Cells
WT,6664.0
WT,12405.0
WT,17542.0
WT,12626.0
WT,12590.0
T8A,74200.0
T8A,105700.0
T8A,13340.0
T8A,43600.0
T8A,10200.0
T8A,169574.0
T8A,142567.0
T8A,31364.0
N3A,1080.0
N3A,8640.0
N3A,2720.0
