Experiment,Cells
WT,11670.0
WT,6170.0
WT,35970.0
WT,1200.0
WT,3600.0
WT,1956.0
T8A,0.0
T8A,9250.0
T8A,0.0
T8A,5300.0
T8A,10900.0
N3A,6504.0
N3A,56370.0
N3A,46381.0
N3A,20810.0
