Experiment,Cells
WT,831500.0
WT,151590.0
WT,603300.0
T8A,8240.0
T8A,21820.0
T8A,33870.0
T8A,69110.0
T8A,15810.0
N3A,3772000.0
N3A,413600.0
N3A,480800.0
