Experiment,Cells
WT,340000.0
WT,91860.0
WT,210214.0
WT,48030.0
WT,190850.0
WT,148480.0
T8A,0.0
T8A,117400.0
T8A,529710.0
T8A,316150.0
T8A,285210.0
N3A,25910.0
N3A,14463.0
N3A,11243.0
N3A,157670.0
