"","Primary.diff","Primary.lwr","Primary.upr","Primary.p.adj"
"WT-T8A",0.0347670833044031,-0.0108455522235015,0.0803797188323078,0.130824756121785
"N3A-T8A",0.048642045074233,0.00302940954632832,0.0942546806021377,0.0383642198954021
"N3A-WT",0.0138749617698299,-0.0348869967025164,0.0626369202421761,0.69307206437208
