"","Primary.diff","Primary.lwr","Primary.upr","Primary.p.adj"
"T8A-WT",0.0021515527990861,-0.0226857529916559,0.0269888585898281,0.966926376005112
"N3A-WT",0.0287891532523537,0.00196179683954325,0.0556165096651642,0.0368117749684916
"N3A-T8A",0.0266376004532676,-0.000189755959542844,0.0534649568660781,0.0515077206329455
