Experiment,Cells
WT,761756.0
WT,891390.0
WT,673625.0
T8A,4400.0
T8A,22220.0
T8A,25518.0
T8A,24910.0
T8A,6120.0
N3A,7580400.0
N3A,6184100.0
N3A,3291000.0
