Experiment,Cells
WT,27703.0
WT,44834.0
WT,59397.0
WT,29528.0
WT,14790.0
T8A,76740.0
T8A,113300.0
T8A,21824.0
T8A,21700.0
T8A,16220.0
T8A,144390.0
T8A,240045.0
T8A,123748.0
N3A,23400.0
N3A,40560.0
N3A,8814.0
