Experiment,Cells
WT,230200.0
WT,5286.0
WT,370106.0
WT,9458.0
T8A,52400.0
T8A,7990.0
T8A,7407.0
T8A,5075.0
N3A,5039360.0
N3A,3587990.0
N3A,5751300.0
