Experiment,Cells
WT,4118.0
WT,12257.0
WT,19360.0
WT,7428.0
WT,15590.0
T8A,96900.0
T8A,2671200.0
T8A,129000.0
T8A,0.0
T8A,116000.0
N3A,28360.0
N3A,130930.0
N3A,38570.0
