Experiment,Cells
WT,90210.0
WT,87990.0
WT,94110.0
WT,39100.0
WT,45720.0
WT,48178.0
T8A,1577700.0
T8A,331000.0
T8A,776000.0
T8A,512500.0
T8A,1684000.0
N3A,72528.0
N3A,88150.0
N3A,61281.0
N3A,168450.0
