Experiment,Cells
WT,122600.0
WT,85739.0
WT,220090.0
WT,14810.0
WT,140630.0
WT,61440.0
T8A,0.0
T8A,39735.0
T8A,25710.0
T8A,23050.0
T8A,14010.0
N3A,13776.0
N3A,1030.0
N3A,27480.0
N3A,153020.0
