Experiment,Cells
WT,1959000.0
WT,552400.0
WT,521210.0
WT,53410.0
T8A,485600.0
T8A,639500.0
T8A,492591.0
T8A,1186100.0
N3A,534300.0
N3A,1011900.0
N3A,391900.0
