Experiment,Cells
WT,101940.0
WT,22800.0
WT,18545.0
WT,6133.0
WT,0.0
WT,35630.0
WT,69530.0
WT,50500.0
WT,49940.0
T8A,47210.0
T8A,79000.0
T8A,28310.0
T8A,56120.0
T8A,95400.0
T8A,2950.0
T8A,75300.0
N3A,7750.0
N3A,50700.0
N3A,9340.0
