Experiment,Cells
WT,81500.0
WT,75059.0
WT,128404.0
WT,111080.0
WT,241370.0
WT,90740.0
T8A,0.0
T8A,48875.0
T8A,440710.0
T8A,218650.0
T8A,197430.0
N3A,106610.0
N3A,52127.0
N3A,45853.0
N3A,117140.0
