Experiment,Cells
WT,0.0
WT,171.0
WT,0.0
WT,988.0
T8A,3500.0
T8A,5160.0
T8A,1323.0
T8A,4460.0
N3A,20200.0
N3A,4940.0
N3A,2560.0
