Experiment,Cells
WT,5773000.0
WT,60836.0
WT,2637000.0
WT,763106.0
T8A,3020700.0
T8A,1386280.0
T8A,216850.0
T8A,1217027.0
N3A,2896900.0
N3A,1712500.0
N3A,1787000.0
