Experiment,Cells
WT,1100000.0
WT,192560.0
WT,205300.0
WT,41314.0
T8A,564000.0
T8A,1835000.0
T8A,1062591.0
T8A,2038000.0
N3A,114400.0
N3A,297900.0
N3A,298160.0
