Experiment,Cells
WT,236427.0
WT,526.0
WT,117000.0
T8A,1645.0
T8A,6280.0
T8A,4133.0
T8A,14707.0
T8A,3276.0
N3A,816070.0
N3A,17692.0
N3A,56901.0
