Experiment,Cells
WT,52074.0
WT,19825.0
WT,38882.0
WT,41556.0
WT,39650.0
T8A,5100.0
T8A,0.0
T8A,951.0
T8A,1810.0
T8A,0.0
T8A,1954.0
T8A,6257.0
T8A,921.0
N3A,133980.0
N3A,59170.0
N3A,132820.0
