Experiment,Cells
WT,3790.0
WT,13851.6
WT,10950.0
WT,649.0
T8A,5240.0
T8A,2830.0
T8A,1311.0
T8A,730.0
N3A,560400.0
N3A,411033.0
N3A,519200.0
