Primary,Slope
WT,-0.03531877544021693
WT,-0.05116838027125102
WT,-0.06219015651632246
WT,-0.04011347664774661
WT,-0.016634023031547446
T8A,-0.05535551191384247
T8A,-0.04288958829626012
T8A,-0.044039469487709315
T8A,-0.06022864463866237
T8A,-0.04559823712122304
T8A,-0.04130108529952139
T8A,-0.05923674251312224
