Primary,Slope
WT,0.0016423502709274433
WT,-0.02331804754493089
WT,-0.026018098656694792
WT,-0.04457596566856944
WT,-0.01587759015064174
WT,-0.004734751242422034
WT,-0.010064500872915556
WT,-0.006053621983629043
T8A,-0.042385635965947535
T8A,-0.037471607416610965
T8A,-0.051467127978170435
T8A,-0.04558532835394453
T8A,-0.02820629198237604
T8A,-0.08227844713001599
T8A,-0.036064395469142
N3A,-0.03466480227337592
N3A,-0.01437280726922546
N3A,-0.012197303221319416
