Primary,Slope
WT,0.026790854179836524
WT,0.021286826065326916
WT,-0.01839073170740416
T8A,-0.04425573890983263
T8A,-0.02012915746010453
T8A,-0.005130130895560765
T8A,-0.02997070790176887
N3A,0.020977809944863306
N3A,0.004703682466357299
N3A,0.04563034143602825
