"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-T8A",499026.666666667,-1536727.9552496,2534781.28858294,0.769943062755528
"N3A-T8A",1525696.66666667,-510057.955249602,3561451.28858294,0.142480503761017
"N3A-WT",1026670,-1249372.86005708,3302712.86005708,0.439482321131325
