"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-T8A",155488.733333333,-111492.19647863,422469.663145297,0.275913258405673
"N3A-T8A",209061.733333333,-57919.1964786305,476042.663145297,0.124064156117481
"N3A-WT",53573,-244920.753877826,352066.753877826,0.867320518462588
