"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-N3A",147973.5,-977512.761312893,1273459.76131289,0.925854429228272
"T8A-N3A",1138077.75,12591.4886871076,2263564.01131289,0.0477060554871591
"T8A-WT",990104.25,-51893.552741338,2032102.05274134,0.0616438762121256
