"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-T8A",92834.2666666667,-400393.387082803,586061.920416136,0.855333094460143
"N3A-T8A",503993.933333333,10766.279583864,997221.587082803,0.0456234845833712
"N3A-WT",411159.666666667,-140285.614416605,962604.947749938,0.144743557900183
