"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"T8A-WT",5734.79999999987,-351705.12069533,363174.72069533,0.999011121162119
"N3A-WT",815065.466666667,357175.909889227,1272955.02344411,0.00112386294528732
"N3A-T8A",809330.666666667,384855.686887948,1233805.64644539,0.000623100697853651
