"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"T8A-WT",1530,-3068.5002842226,6128.5002842226,0.625802785197928
"N3A-WT",2924.25,-2042.69799060026,7891.19799060025,0.269380408134622
"N3A-T8A",1394.25,-3572.69799060026,6361.19799060025,0.712234768115746
