"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-T8A",26590.7500000006,-6164603.41013081,6217784.91013082,0.999916966008886
"N3A-T8A",7087699.16666667,400445.172449193,13774953.1608841,0.0389049165765412
"N3A-WT",7061108.41666667,373854.422449193,13748362.4108841,0.0395568623703424
