"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-N3A",10992.4,-100672.329093638,122657.129093638,0.963544424487395
"T8A-N3A",70487.875,-33028.0993707731,174003.849370773,0.208723166100767
"T8A-WT",59495.475,-27672.7762101835,146663.726210184,0.207368176068776
