"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"T8A-N3A",12445,-168091.844328951,192981.844328951,0.977607930474196
"WT-N3A",52986.6666666666,-140015.338238555,245988.671571888,0.709975581377576
"WT-T8A",40541.6666666667,-139995.177662284,221078.510995617,0.792195161464283
