"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"T8A-WT",5513.00000000012,-584207.73194663,595233.73194663,0.999606683744327
"N3A-WT",62726.6666666668,-574244.524703566,699697.858036899,0.957519403702122
"N3A-T8A",57213.6666666667,-579757.524703566,694184.858036899,0.964497268849407
