"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"N3A-WT",3420.50000000009,-139751.203426183,146592.203426183,0.997763178890096
"T8A-WT",27427.0000000001,-106879.962822187,161733.962822187,0.851004140533589
"T8A-N3A",24006.5,-124781.898724199,172794.898724199,0.903707394173541
