"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"T8A-N3A",227579.5,-948395.788395975,1403554.78839597,0.864935491947674
"WT-N3A",713491.333333333,-418091.415526273,1845074.08219294,0.251550356461799
"WT-T8A",485911.833333333,-575606.878425749,1547430.54509242,0.463810217674334
