"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-T8A",758956.733333333,-1526678.95439447,3044592.42106114,0.626902636901461
"N3A-T8A",5668533.06666667,3382897.37893886,7954168.75439447,0.000267621684021502
"N3A-WT",4909576.33333333,2354157.94855391,7464994.71811276,0.00148255817087706
