"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"N3A-WT",33056.8666666667,-66969.0507280159,133082.784061349,0.64894867405072
"T8A-WT",44500.2,-42124.7855006389,131125.185500639,0.373364321235159
"T8A-N3A",11443.3333333333,-88582.5840613492,111469.250728016,0.947507710374193
