"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-T8A",17249.8,1994.09081012395,32505.5091898761,0.0277681604934834
"N3A-T8A",57346.6666666666,39730.8910517595,74962.4422815738,1.21161075151699e-05
"N3A-WT",40096.8666666666,22481.0910517595,57712.6422815738,0.000257435919558957
