"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-T8A",36273.275,9037.886882886,63508.663117114,0.00987186717209376
"N3A-T8A",106532.541666667,74189.3697070592,138875.713626274,2.48889663889695e-06
"N3A-WT",70259.2666666667,35370.0473277989,105148.486005534,0.000382379415060585
