"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-T8A",1349963.25,-5089622.30466212,7789548.80466212,0.824543632988481
"N3A-T8A",9088164.16666667,2132616.80250364,16043711.5308297,0.0141567860729196
"N3A-WT",7738200.91666667,782653.552503644,14693748.2808297,0.0312449935344049
