"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-N3A",70398.4444444444,-117780.554924518,258577.443813406,0.608396148218489
"T8A-N3A",99137.1428571428,-95646.626826898,293920.912541184,0.408424995156179
"T8A-WT",28738.6984126984,-113511.254243088,170988.651068485,0.862130313660267
