"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"N3A-WT",119.833333333334,-6593.16962612645,6832.83629279312,0.998566836744748
"T8A-WT",537.25,-5677.78306970049,6752.2830697005,0.967062469956606
"T8A-N3A",417.416666666667,-6295.58629279312,7130.41962612645,0.98278418381686
