"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"T8A-WT",12922.9841269841,-19928.3095738246,45774.2778277928,0.578342806811363
"N3A-WT",46581.5555555555,3123.37886601426,90039.7322450968,0.0348428961946587
"N3A-T8A",33658.5714285714,-11324.9150793293,78642.0579364721,0.162326817994691
